timestamp,x_acc,y_acc,z_acc,x_gyro,y_gyro,z_gyro,fall,activity,subject_id,age,height,weight,gender
7087857704000.0,-1.733402,9.787497,0.9672575,-0.11759156,0.057421334,-0.08368854,0,7,8,22,183,93,Male
7088058110000.0,-1.3982137,9.749189,0.7086837,-0.0729984,-0.02687807,-0.015577064,0,7,8,22,183,93,Male
7088258922000.0,-1.3215994,9.662998,1.2545617,-0.13255776,-0.031154128,-0.1994475,0,7,8,22,183,93,Male
7088458099000.0,-1.3790601,9.11712,1.934515,-1.108415,0.17562376,-0.30390546,0,7,8,22,183,93,Male
7088468925000.0,-1.7429788,9.040505,2.384625,-1.2373075,0.11484267,-0.5027421,0,7,8,22,183,93,Male
7088478456000.0,-1.8579005,8.896853,2.7485435,-1.3756685,-0.10873401,-0.6637051,0,7,8,22,183,93,Male
7088488275000.0,-1.7142484,8.619126,2.7868507,-1.5738943,-0.5222898,-0.8405506,0,7,8,22,183,93,Male
7088498463000.0,-1.6472107,8.303091,2.4133554,-1.7137824,-0.80573124,-0.99112886,0,7,8,22,183,93,Male
7088508570000.0,-1.5610195,8.149862,1.934515,-1.7989981,-0.8756753,-1.1026118,0,7,8,22,183,93,Male
7088518918000.0,-1.5993267,8.034941,1.982399,-1.8668042,-0.82833326,-1.1624765,0,7,8,22,183,93,Male
7088528950000.0,-1.5514427,8.034941,2.1739352,-1.9355265,-0.82558435,-1.2061534,0,7,8,22,183,93,Male
7088539006000.0,-1.541866,8.111555,2.4229321,-1.9639318,-0.9294315,-1.2269229,0,7,8,22,183,93,Male
7088549447000.0,-1.5131354,8.379706,2.4037786,-2.0384574,-1.0864239,-1.1432343,0,7,8,22,183,93,Male
7088560337000.0,-1.6376339,8.724471,2.6623523,-2.0705278,-1.0735956,-1.0268645,0,7,8,22,183,93,Male
7088570258000.0,-1.7717092,8.676587,2.5953147,-2.0882428,-0.9783007,-0.98990715,0,7,8,22,183,93,Male
7088583222000.0,-2.2697031,8.293514,2.6527755,-2.019826,-0.86345804,-0.9605856,0,7,8,22,183,93,Male
7088592964000.0,-2.327164,8.418014,2.9592333,-1.8762726,-0.6554584,-1.0048733,0,7,8,22,183,93,Male
7088602518000.0,-2.2026656,8.389283,3.2273839,-1.8002199,-0.4175264,-1.0571023,0,7,8,22,183,93,Male
7088613214000.0,-2.183512,8.034941,3.5434184,-1.7611245,-0.1777618,-1.1221595,0,7,8,22,183,93,Male
7088623187000.0,-2.1547816,7.833828,4.0414124,-1.7244726,0.0009162979,-1.2730432,0,7,8,22,183,93,Male
7088633377000.0,-1.9728222,7.9008656,4.1371803,-1.6829338,0.17012598,-1.3365731,0,7,8,22,183,93,Male
7088643969000.0,-2.078167,7.4603324,3.8881836,-1.6496416,0.35033122,-1.3946054,0,7,8,22,183,93,Male
7088653858000.0,-2.2888567,7.2783732,4.060566,-1.5485435,0.623388,-1.4511104,0,7,8,22,183,93,Male
7088663385000.0,-2.6623523,7.1155677,4.6351743,-1.4929546,0.82863873,-1.4856243,0,7,8,22,183,93,Male
7088673814000.0,-3.217807,7.2592196,5.2289367,-1.4746287,0.8857546,-1.4627168,0,7,8,22,183,93,Male
7088684154000.0,-3.7253778,7.249643,5.315128,-1.4544702,0.7800749,-1.4263704,0,7,8,22,183,93,Male
7088694546000.0,-4.0892963,7.1155677,5.4779334,-1.4569136,0.655153,-1.4517213,0,7,8,22,183,93,Male
7088704427000.0,-4.1659107,7.2687964,5.707777,-1.4349225,0.4288274,-1.3649784,0,7,8,22,183,93,Male
7088714471000.0,-4.1946416,7.1347213,5.861006,-1.4511104,0.31581733,-1.2843442,0,7,8,22,183,93,Male
7088727827000.0,-4.3287168,6.789956,5.765238,-1.4184291,0.33353242,-1.2339478,0,7,8,22,183,93,Male
7088737858000.0,-4.4340615,6.2345014,5.506664,-1.4138476,0.516792,-1.221425,0,7,8,22,183,93,Male
7088748783000.0,-5.171476,5.9567738,5.90889,-1.3845261,0.57818395,-1.138042,0,7,8,22,183,93,Male
7088758295000.0,-5.497087,5.66947,5.7365074,-1.3356569,0.5925393,-1.1117748,0,7,8,22,183,93,Male
7088769450000.0,-5.746084,5.449203,5.583278,-1.2846496,0.61391956,-1.1096367,0,7,8,22,183,93,Male
7088779066000.0,-5.7748146,5.2385135,5.583278,-1.2641857,0.47494772,-1.1047498,0,7,8,22,183,93,Male
7088788910000.0,-5.48751,4.510676,5.6407394,-1.2513574,0.3839288,-1.0885619,0,7,8,22,183,93,Male
7088800984000.0,-5.4204726,4.606444,6.1387334,-1.2705997,0.25320363,-1.108415,0,7,8,22,183,93,Male
7088812743000.0,-5.391742,4.453215,6.244078,-1.2760975,0.2171626,-1.108415,0,7,8,22,183,93,Male
7088823581000.0,-5.5162406,4.4244847,6.3685765,-1.2880094,0.3680463,-1.138042,0,7,8,22,183,93,Male
