timestamp,x_acc,y_acc,z_acc,x_gyro,y_gyro,z_gyro,fall,activity,subject_id,age,height,weight,gender
4906292472000.0,-1.0151415,9.816227,0.019153614,-1.2461652,0.75502944,0.07941248,1,13,18,25,176,73,Male
4906492693000.0,-0.9959879,9.77792,-0.009576807,-0.016798794,0.033292156,0.022296581,1,13,18,25,176,73,Male
4906693137000.0,-1.0247183,9.80665,-0.58418524,-0.016187929,0.0033597588,0.013133603,1,13,18,25,176,73,Male
4906893213000.0,-0.9672575,9.835381,-0.39264908,-0.071776666,-0.027183503,-0.04550946,1,13,18,25,176,73,Male
4907093287000.0,-0.58418524,9.844957,-0.30645782,-0.19883664,0.11575896,-0.0870483,1,13,18,25,176,73,Male
4907293560000.0,-1.6567876,9.500193,0.49799395,-0.3036,0.28344148,-0.21655174,1,13,18,25,176,73,Male
4907493509000.0,-1.8962077,8.331821,-0.5554548,-0.8371908,1.1175779,-0.7431176,1,13,18,25,176,73,Male
4907693271000.0,-3.667917,8.1402855,1.9919758,-1.0283916,0.1881465,-1.352761,1,13,18,25,176,73,Male
4907893600000.0,-6.1100025,4.9224787,0.90979666,-1.6074919,-0.6203337,-1.8945986,1,13,18,25,176,73,Male
4907905783000.0,-6.5122285,4.050989,1.3982137,-1.5109752,-0.66614854,-1.9434677,1,13,18,25,176,73,Male
4907917646000.0,-7.067683,3.1890767,1.9536686,-1.4807373,-0.7629707,-2.0091357,1,13,18,25,176,73,Male
4907931431000.0,-6.8282633,3.265691,2.96881,-1.4776831,-0.9443977,-1.9294178,1,13,18,25,176,73,Male
4907943493000.0,-6.83784,3.016694,3.0358477,-1.5329664,-1.0167851,-1.8872682,1,13,18,25,176,73,Male
4907954050000.0,-6.703765,2.7581203,3.8977604,-1.5528195,-1.0815369,-1.9092593,1,13,18,25,176,73,Male
4907964085000.0,-6.3589997,3.064578,4.050989,-1.6258179,-1.2571607,-1.8881844,1,13,18,25,176,73,Male
4907974601000.0,-6.5505357,3.074155,4.3957543,-1.7437148,-1.3225232,-1.7989981,1,13,18,25,176,73,Male
4907984473000.0,-6.579266,3.466804,4.673482,-1.783421,-1.2864822,-1.6869044,1,13,18,25,176,73,Male
4907994231000.0,-6.38773,3.6870706,4.903325,-1.8060231,-1.2281445,-1.6325374,1,13,18,25,176,73,Male
4908005208000.0,-8.0445175,2.9400797,4.999093,-1.6713274,-1.3539828,-1.8390098,1,13,18,25,176,73,Male
4908014849000.0,-8.322245,2.633622,5.2480903,-1.5183055,-1.4721853,-1.8216002,1,13,18,25,176,73,Male
4908024995000.0,-8.418014,1.4173675,5.1235914,-1.3942999,-1.5677856,-1.7470746,1,13,18,25,176,73,Male
4908035267000.0,-8.724471,0.038307227,5.401319,-1.2605205,-1.733941,-1.6798794,1,13,18,25,176,73,Male
4908046212000.0,-9.471462,-1.2354081,5.45878,-1.1630874,-1.8982637,-1.6175711,1,13,18,25,176,73,Male
4908056565000.0,-10.036493,-1.3790601,6.483498,-1.0351112,-2.191479,-1.5121969,1,13,18,25,176,73,Male
4908068076000.0,-9.452309,-1.13964,6.3111157,-0.9089675,-2.651766,-1.3970488,1,13,18,25,176,73,Male
4908078747000.0,-8.66701,-0.7661445,5.9663506,-0.8206975,-2.876259,-1.3139712,1,13,18,25,176,73,Male
4908090643000.0,-7.5561004,-0.38307226,6.1387334,-0.6545421,-2.7375927,-1.1551461,1,13,18,25,176,73,Male
4908101897000.0,-7.192182,-0.18195933,6.445191,-0.59589905,-2.6258042,-1.0348058,1,13,18,25,176,73,Male
4908114787000.0,-7.5848308,-0.22984336,6.8761473,-0.56199604,-2.6120598,-0.92087936,1,13,18,25,176,73,Male
4908124134000.0,-8.149862,-0.34476504,7.28795,-0.5170974,-2.6584857,-0.8405506,1,13,18,25,176,73,Male
4908135842000.0,-8.130709,-0.31603462,7.431602,-0.49327368,-3.0213394,-0.6453791,1,13,18,25,176,73,Male
4908146507000.0,-8.111555,0.16280572,6.1866174,-0.4990769,-3.1542027,-0.5348125,1,13,18,25,176,73,Male
4908156956000.0,-6.9144545,0.40222588,5.851429,-0.5128214,-3.2232304,-0.39400807,1,13,18,25,176,73,Male
4908166632000.0,-6.6271505,0.29688102,5.085284,-0.4334089,-3.382361,-0.26053402,1,13,18,25,176,73,Male
4908176262000.0,-6.5122285,0.29688102,4.5298295,-0.3295618,-3.3903022,-0.20463985,1,13,18,25,176,73,Male
4908186427000.0,-6.2345014,0.25857377,4.3287168,-0.24556783,-3.3713653,-0.1600467,1,13,18,25,176,73,Male
4908196435000.0,-9.241618,0.5267244,6.6654577,-0.1966986,-3.7980547,-0.30757064,1,13,18,25,176,73,Male
4908207505000.0,-9.883265,0.7661445,13.101071,-0.1695151,-4.7375655,-0.5308419,1,13,18,25,176,73,Male
4908217695000.0,0.5650316,-1.8770541,16.318878,-0.008246681,-2.8722885,-0.06352998,1,13,18,25,176,73,Male
4908228538000.0,4.6926355,-1.2641385,17.927782,0.91813046,0.1966986,0.8539896,1,13,18,25,176,73,Male
4908239213000.0,2.087744,1.2545617,18.732235,1.8478674,0.18081611,2.3344216,1,13,18,25,176,73,Male
4908248468000.0,-4.9799395,2.7389667,19.13446,1.788308,-0.66920286,2.6352727,1,13,18,25,176,73,Male
4908259313000.0,-9.586384,7.2304893,19.335573,0.745561,-4.1764855,3.2824843,1,13,18,25,176,73,Male
4908268908000.0,-9.9790325,11.664551,18.92377,0.13041973,-5.1236324,3.4538321,1,13,18,25,176,73,Male
