timestamp,x_acc,y_acc,z_acc,x_gyro,y_gyro,z_gyro,fall,activity,subject_id,age,height,weight,gender
6164298204000.0,0.49799395,9.959879,-0.5650316,-1.1655309,0.75625116,0.032375857,0,2,8,22,183,93,Male
6164496849000.0,0.50757074,9.854534,-0.8331822,-0.0061086523,-0.019242255,-0.018020526,0,2,8,22,183,93,Male
6164509461000.0,0.5267244,9.864111,-0.78529817,-0.007941248,-0.060170226,-0.0076358155,0,2,8,22,183,93,Male
6164519282000.0,0.5363012,9.883265,-0.79487497,0.0033597588,-0.09285152,0.002443461,0,2,8,22,183,93,Male
6164534519000.0,0.545878,9.892841,-0.79487497,-0.0061086523,-0.09407325,-0.008552114,0,2,8,22,183,93,Male
6164544129000.0,0.46926352,9.892841,-0.79487497,-0.013439035,-0.058948494,0.0033597588,0,2,8,22,183,93,Male
6164554983000.0,0.40222588,9.873688,-0.8619126,-0.03848451,-0.021991149,-0.00061086525,0,2,8,22,183,93,Male
6164566857000.0,0.37349546,9.873688,-0.89064306,-0.03573562,0.014049901,0.0061086523,0,2,8,22,183,93,Male
6164579312000.0,0.36391866,9.864111,-0.91937345,-0.01863139,0.0030543262,-0.0030543262,0,2,8,22,183,93,Male
6164589882000.0,0.38307226,9.835381,-0.93852705,0.008857546,-0.025045475,0.0067195175,0,2,8,22,183,93,Male
6164603012000.0,0.4405331,9.787497,-0.8523358,0.02687807,-0.048258353,-0.0018325958,0,2,8,22,183,93,Male
6164612751000.0,0.45010993,9.77792,-0.78529817,0.029626964,-0.06505715,0.009773844,0,2,8,22,183,93,Male
6164624238000.0,0.4405331,9.825804,-0.7469909,0.026267206,-0.095294975,0.027183503,0,2,8,22,183,93,Male
6164636785000.0,0.4213795,9.844957,-0.61291564,0.01740966,-0.0852157,0.028405234,0,2,8,22,183,93,Male
6164649902000.0,0.2681506,9.883265,0.4213795,0.009773844,-0.0842994,0.036651913,0,2,8,22,183,93,Male
6164663472000.0,0.2873042,9.950302,-0.842759,0.03176499,-0.09315695,0.047647487,0,2,8,22,183,93,Male
6164673087000.0,0.22984336,9.969456,-0.076614454,0.05375614,-0.09712757,0.05375614,0,2,8,22,183,93,Male
6164687608000.0,0.33518824,9.931149,-1.9249382,0.07269296,-0.082161374,0.05497787,0,2,8,22,183,93,Male
6164697398000.0,0.33518824,9.864111,-0.7757214,0.07788532,-0.07819075,0.06078109,0,2,8,22,183,93,Male
6164711944000.0,0.34476504,9.825804,-0.29688102,0.071776666,-0.09560041,0.04917465,0,2,8,22,183,93,Male
