timestamp,x_acc,y_acc,z_acc,x_gyro,y_gyro,z_gyro,fall,activity,subject_id,age,height,weight,gender
980735287000.0,-0.06703765,9.710882,-1.5035586,-1.1707232,0.8585711,0.057421334,1,11,17,25,173,67,Male
980937069000.0,-0.038307227,9.730036,-1.7429788,-0.002443461,0.016187929,0.0125227375,1,11,17,25,173,67,Male
981137095000.0,-0.60333884,9.241618,-1.6759412,-0.03634648,0.032986723,-0.111177474,1,11,17,25,173,67,Male
981338205000.0,-0.19153613,9.988609,-1.4939818,-0.028405234,0.15882497,-0.051923547,1,11,17,25,173,67,Male
981539854000.0,-0.21068975,9.615114,-1.340753,-0.06963864,0.099265605,-0.10873401,1,11,17,25,173,67,Male
981739089000.0,0.18195933,8.90643,-2.5761611,-0.07971791,0.22632557,-0.16707164,1,11,17,25,173,67,Male
981939782000.0,0.20111294,8.714894,-2.6240451,0.2125811,0.008857546,0.032070424,1,11,17,25,173,67,Male
982140367000.0,0.80445176,5.3247046,-3.2369606,0.054367006,0.5021312,0.0012217305,1,11,17,25,173,67,Male
982339104000.0,-6.9144545,8.513782,3.4572272,0.75777835,-0.5534439,0.15607607,1,11,17,25,173,67,Male
982349701000.0,-7.153875,8.39886,4.6926355,0.7486154,-0.079107046,-0.034208454,1,11,17,25,173,67,Male
982360140000.0,-6.7708025,8.303091,5.861006,0.5720753,0.2507602,-0.2666427,1,11,17,25,173,67,Male
982371549000.0,-6.1195793,8.303091,6.9048777,-0.01985312,0.19272798,-0.47678033,1,11,17,25,173,67,Male
982382798000.0,-4.3382936,9.088389,6.8761473,-0.43310347,0.08002335,-0.43401974,1,11,17,25,173,67,Male
982395303000.0,1.13964,12.095507,1.9536686,-0.75808376,0.55955255,-0.41508293,1,11,17,25,173,67,Male
982405167000.0,7.5561004,15.820885,-8.791509,-0.46517387,2.4969118,-0.27916542,1,11,17,25,173,67,Male
982415785000.0,4.807557,17.678785,-1.340753,0.4636467,-0.99173975,1.1746938,1,11,17,25,173,67,Male
982426003000.0,-7.3645644,18.607735,9.097966,2.0769417,-4.9596148,3.3622024,1,11,17,25,173,67,Male
982435810000.0,-13.445837,9.77792,11.616667,-2.076331,-2.5470026,4.3343945,1,11,17,25,173,67,Male
982447132000.0,-16.49126,-4.8745947,-3.9552212,-3.7879753,-2.053118,0.8393288,1,11,17,25,173,67,Male
982457974000.0,-16.328455,0.9576807,-11.741165,-2.69697,1.3646729,-1.5754215,1,11,17,25,173,67,Male
982468372000.0,-3.7253778,8.389283,-15.638926,-1.0913107,3.12763,-1.4810427,1,11,17,25,173,67,Male
982478932000.0,7.9104424,13.962984,-9.14585,0.3118467,1.4679092,-1.6643023,1,11,17,25,173,67,Male
982489295000.0,13.723564,16.749836,1.1204864,0.02107485,-1.4581354,-1.9214766,1,11,17,25,173,67,Male
982499794000.0,12.038046,16.883911,4.185065,-2.908635,-1.8753563,-2.2858577,1,11,17,25,173,67,Male
982514032000.0,5.410896,6.0716953,-8.542512,-5.659361,0.32620203,-3.159395,1,11,17,25,173,67,Male
982524915000.0,7.029376,4.060566,-11.9135475,-5.883243,1.2351695,-3.247054,1,11,17,25,173,67,Male
982534834000.0,8.810662,3.2561142,-12.53604,-5.2430563,0.91782504,-3.1257975,1,11,17,25,173,67,Male
982544836000.0,9.193734,1.5035586,-12.4785795,-4.4855833,-0.44226643,-2.8429668,1,11,17,25,173,67,Male
982554526000.0,8.073248,-0.2681506,-11.070788,-3.3267722,-1.5054774,-2.6325238,1,11,17,25,173,67,Male
982564772000.0,6.5026517,-2.0207062,-7.881712,-2.6939158,-1.5082263,-2.4813347,1,11,17,25,173,67,Male
982574718000.0,4.654328,-3.169923,-2.9975405,-2.8808405,-1.65911,-2.5567765,1,11,17,25,173,67,Male
982584785000.0,3.1316159,-2.8443117,-0.9672575,-3.7030652,-1.7284433,-2.6688702,1,11,17,25,173,67,Male
982596125000.0,1.7142484,-1.8483237,-1.292869,-4.4113636,-1.278541,-2.7754662,1,11,17,25,173,67,Male
982606378000.0,0.29688102,-1.1492168,-2.6431987,-4.2827764,-0.8750645,-2.946203,1,11,17,25,173,67,Male
982616582000.0,-0.7757214,-0.50757074,-4.146757,-4.0289617,-0.3912592,-3.055548,1,11,17,25,173,67,Male
982626784000.0,-1.2641385,0.31603462,-4.606444,-3.853338,-0.1554652,-3.0815098,1,11,17,25,173,67,Male
982638711000.0,-0.9768343,1.5035586,-4.357447,-3.4944546,-0.16035213,-3.0024028,1,11,17,25,173,67,Male
982648379000.0,0.06703765,2.8921957,-4.2425256,-2.918714,-0.10323623,-2.780353,1,11,17,25,173,67,Male
982658916000.0,1.3982137,4.146757,-3.5817258,-2.2223277,-0.06169739,-2.48164,1,11,17,25,173,67,Male
982668896000.0,2.3463178,4.9703627,-1.7908629,-1.6145169,-0.16493362,-2.0971005,1,11,17,25,173,67,Male
982678908000.0,2.2218192,6.081272,-0.2873042,-1.2098186,-0.51068336,-1.6404786,1,11,17,25,173,67,Male
982690228000.0,1.3694834,8.207323,2.566584,-1.0677924,-0.9236283,-1.4123205,1,11,17,25,173,67,Male
982699782000.0,0.1436521,11.836933,6.2345014,-0.8356637,-1.745242,-1.2791518,1,11,17,25,173,67,Male
982710135000.0,-1.5705963,15.68681,11.099519,-0.48747048,-3.175583,-1.2315043,1,11,17,25,173,67,Male
982722018000.0,-4.9703627,17.611748,15.322891,-1.3356569,-5.320942,-1.1673635,1,11,17,25,173,67,Male
982733250000.0,-8.456321,18.579004,12.392388,-2.817616,-4.5646906,-1.176221,1,11,17,25,173,67,Male
982743342000.0,-9.433155,14.15452,8.034941,-4.528955,-0.9776898,-1.0140363,1,11,17,25,173,67,Male
982753252000.0,-9.404425,8.599973,6.3206925,-4.6734247,1.9285016,-0.93554014,1,11,17,25,173,67,Male
982763489000.0,-8.791509,4.367024,6.9623384,-3.998724,2.6648996,-0.9502009,1,11,17,25,173,67,Male
982773846000.0,-6.9048777,1.388637,7.5561004,-3.3212743,1.6197093,-0.6771441,1,11,17,25,173,67,Male
982783649000.0,-5.4300494,-1.13964,7.2113357,-2.581822,-0.09712757,-0.2706133,1,11,17,25,173,67,Male
982794733000.0,-4.759673,-3.2082303,6.1195793,-1.8716911,-1.4492778,0.100792766,1,11,17,25,173,67,Male
982804232000.0,-5.142745,-4.4915223,5.8226986,-1.1328496,-2.0971005,0.3268129,1,11,17,25,173,67,Male
982816104000.0,-5.985504,-3.620033,6.751649,-0.042760566,-2.3075435,0.40530908,1,11,17,25,173,67,Male
982825957000.0,-6.167464,-1.5035586,8.599973,0.19150625,-2.2379048,0.40591997,1,11,17,25,173,67,Male
982835596000.0,-7.240066,-0.31603462,10.237606,0.12095132,-1.9773707,0.22815818,1,11,17,25,173,67,Male
982847766000.0,-8.034941,1.1300632,10.5919485,-0.09743301,-1.7186694,0.1133155,1,11,17,25,173,67,Male
982859282000.0,-7.4028716,2.27928,10.103531,-0.30848694,-1.3087788,0.07360926,1,11,17,25,173,67,Male
982869834000.0,-6.3589997,3.7541082,11.291056,-0.3744604,-1.0464121,0.1020145,1,11,17,25,173,67,Male
982879645000.0,-4.6926355,5.4779334,14.470555,-0.39522982,-1.3267993,0.14172074,1,11,17,25,173,67,Male
982890366000.0,-1.7621324,7.144298,16.261417,-0.68661255,-1.5219707,0.18997909,1,11,17,25,173,67,Male
982901713000.0,1.2162545,7.4028716,15.2367,-1.3927728,-0.5296202,0.1704314,1,11,17,25,173,67,Male
982914050000.0,2.3558946,6.4739213,12.631808,-1.5155567,0.5198463,-0.10048734,1,11,17,25,173,67,Male
982926307000.0,-0.50757074,4.8362875,8.6574335,-1.2064588,1.0445796,-0.24220806,1,11,17,25,173,67,Male
982936048000.0,-2.327164,3.9743748,6.7708025,-0.8735373,1.3277156,-0.35002577,1,11,17,25,173,67,Male
982950742000.0,-3.7732618,3.4093432,5.995081,-0.3912592,1.4382823,-0.39400807,1,11,17,25,173,67,Male
982960739000.0,-4.817134,2.9975405,6.579266,-0.17867808,0.88300574,-0.24953845,1,11,17,25,173,67,Male
982975671000.0,-5.707777,2.0207062,8.418014,-0.2098322,-0.4541783,-0.106901415,1,11,17,25,173,67,Male
982985367000.0,-5.66947,1.7908629,8.762778,-0.29810223,-0.7144069,-0.108123146,1,11,17,25,173,67,Male
982999269000.0,-5.401319,1.7238252,9.030929,-0.59956425,-1.010982,-0.08277224,1,11,17,25,173,67,Male
983009769000.0,-4.654328,1.7142484,8.647857,-0.84940815,-1.0152581,-0.06352998,1,11,17,25,173,67,Male
983025199000.0,-2.528277,1.7142484,6.895301,-1.0714576,-0.7153232,-0.050701816,1,11,17,25,173,67,Male
983034785000.0,-1.8100165,1.982399,6.445191,-1.0916162,-0.43676865,-0.11759156,1,11,17,25,173,67,Male
983044582000.0,-1.6280571,2.135628,6.5026517,-1.0186177,-0.25289822,-0.1863139,1,11,17,25,173,67,Male
983055208000.0,-1.733402,2.1930888,6.540959,-0.94225967,-0.22632557,-0.27275133,1,11,17,25,173,67,Male
983066487000.0,-2.030283,2.2601264,6.6654577,-0.81214535,-0.28802297,-0.36682457,1,11,17,25,173,67,Male
983077662000.0,-2.2888567,2.2505496,6.9240313,-0.7629707,-0.39492437,-0.42149702,1,11,17,25,173,67,Male
983090620000.0,-2.4899697,2.231396,7.07726,-0.7663304,-0.59528816,-0.464563,1,11,17,25,173,67,Male
983100559000.0,-2.5378537,2.336741,7.086837,-0.8405506,-0.4990769,-0.48075095,1,11,17,25,173,67,Male
983112696000.0,-2.3558946,2.1452048,7.680599,-0.98746365,-0.20005837,-0.48655418,1,11,17,25,173,67,Male
983125209000.0,-2.5378537,1.9536686,7.967903,-1.1496484,0.06352998,-0.4981606,1,11,17,25,173,67,Male
983135892000.0,-3.1603463,2.0494366,8.561666,-1.1976013,0.23426682,-0.6123924,1,11,17,25,173,67,Male
983146602000.0,-3.41892,2.3654714,9.260772,-1.1074986,0.17867808,-0.64660084,1,11,17,25,173,67,Male
983159259000.0,-3.41892,2.9975405,10.668563,-0.9786061,0.055283304,-0.59681535,1,11,17,25,173,67,Male
983170919000.0,-3.9456444,3.122039,14.920665,-0.7049385,-0.38881573,-0.39736784,1,11,17,25,173,67,Male
983181068000.0,-4.7405195,2.9975405,16.970102,-0.40469822,-0.80573124,-0.30268374,1,11,17,25,173,67,Male
983191059000.0,-5.592855,2.7389667,18.109741,-0.18906279,-1.0216721,-0.18661933,1,11,17,25,173,67,Male
983205346000.0,-6.2632318,2.480393,17.707516,-0.22204952,-0.7449502,-0.09407325,1,11,17,25,173,67,Male
983215953000.0,-6.588843,2.3558946,15.792154,-0.49266282,0.23243423,-0.10903945,1,11,17,25,173,67,Male
983227006000.0,-6.5026517,1.7812861,13.158532,-0.48624873,1.3078625,-0.10751228,1,11,17,25,173,67,Male
