timestamp,x_acc,y_acc,z_acc,x_gyro,y_gyro,z_gyro,fall,activity,subject_id,age,height,weight,gender
4643561186000.0,1.7812861,7.651869,-1.388637,-1.1704178,0.74006325,0.0290161,1,13,29,27,186,103,Male
4643574124000.0,1.484405,7.7189064,-1.4077905,-1.1808025,0.7620544,0.027183503,1,13,29,27,186,103,Male
4643584264000.0,1.283292,7.97748,-1.3790601,-1.2070698,0.7809912,0.036651913,1,13,29,27,186,103,Male
4643595327000.0,1.3024458,8.523358,-1.1204864,-1.1701124,0.83260936,0.0870483,1,13,29,27,186,103,Male
4643608333000.0,1.5514427,8.944737,-0.93852705,-1.3011429,0.8188649,0.11209377,1,13,29,27,186,103,Male
4643619205000.0,1.8962077,9.442732,-0.842759,-1.3469579,0.8362745,0.17684549,1,13,29,27,186,103,Male
4643630509000.0,2.2505496,9.844957,-0.7757214,-1.382999,0.7678576,0.30970868,1,13,29,27,186,103,Male
4643641906000.0,2.633622,10.065224,-0.8523358,-1.2290609,0.6478226,0.36651915,1,13,29,27,186,103,Male
4643652873000.0,3.0262709,10.352529,-1.0821792,-1.0934488,0.5644395,0.38728857,1,13,29,27,186,103,Male
4643665647000.0,3.4093432,11.21444,-1.5514427,-0.3231477,0.14630222,0.2180789,1,13,29,27,186,103,Male
4643679391000.0,3.2082303,11.377247,-1.6184803,-0.33964106,-0.095294975,0.070249505,1,13,29,27,186,103,Male
4643690519000.0,2.834735,11.224017,-1.6759412,-0.29779682,-0.31978795,-0.016187929,1,13,29,27,186,103,Male
4643701675000.0,2.3558946,10.821792,-1.7908629,-0.26908615,-0.4728097,-0.089186326,1,13,29,27,186,103,Male
4643711896000.0,1.8962077,10.381259,-1.8579005,-0.23915374,-0.56138515,-0.13622294,1,13,29,27,186,103,Male
4643723221000.0,1.3311762,9.557653,-1.4652514,-0.22327125,-0.593761,-0.15271631,1,13,29,27,186,103,Male
4643735625000.0,1.3120226,9.299079,-1.283292,-0.19028452,-0.4868596,-0.124311075,1,13,29,27,186,103,Male
4643747950000.0,1.3790601,9.136273,-1.1683705,-0.19761491,-0.36560285,-0.073303826,1,13,29,27,186,103,Male
4643759192000.0,1.484405,9.088389,-1.0726024,-0.17867808,-0.16401732,0.011911872,1,13,29,27,186,103,Male
4643769693000.0,1.5705963,9.107543,-1.1109096,-0.12889257,0.13041973,0.13164146,1,13,29,27,186,103,Male
4643784499000.0,1.7238252,9.356541,-1.0630256,-0.0693332,0.30970868,0.2144137,1,13,29,27,186,103,Male
4643794710000.0,1.7621324,9.56723,-1.0247183,-0.04917465,0.3594942,0.24129178,1,13,29,27,186,103,Male
4643806440000.0,1.6376339,9.77792,-0.9672575,-0.087964594,0.3475823,0.23732115,1,13,29,27,186,103,Male
4643817676000.0,1.4939818,9.969456,-1.1013328,-0.124311075,0.29443705,0.23182335,1,13,29,27,186,103,Male
4643830909000.0,1.4556746,10.04607,-1.2162545,-0.14538592,0.19242255,0.19914207,1,13,29,27,186,103,Male
4643840626000.0,1.484405,10.0269165,-1.340753,-0.1459968,0.14202617,0.16707164,1,13,29,27,186,103,Male
4643851742000.0,1.8100165,9.911995,-1.4269443,-0.1328632,0.06963864,0.13836098,1,13,29,27,186,103,Male
4643863080000.0,2.0207062,9.797073,-1.3215994,-0.11942416,0.02107485,0.089491755,1,13,29,27,186,103,Male
4643872948000.0,2.2026656,9.634268,-1.2354081,-0.10323623,-0.010995574,0.055588737,1,13,29,27,186,103,Male
