timestamp,x_acc,y_acc,z_acc,x_gyro,y_gyro,z_gyro,fall,activity,subject_id,age,height,weight,gender
3718671617000.0,2.3558946,9.682152,-0.22026655,0.023518313,0.02076942,0.022296581,0,7,7,25,189,80,Male
3718871421000.0,2.3463178,9.624691,-0.24899697,0.015577064,0.0009162979,0.008857546,0,7,7,25,189,80,Male
3719072116000.0,2.480393,9.672575,-0.4405331,-0.0021380284,-0.008552114,0.004886922,0,7,7,25,189,80,Male
3719273848000.0,2.3080103,9.9790325,-0.62249243,-0.25900686,0.15760323,0.008552114,0,7,7,25,189,80,Male
3719474085000.0,3.6104562,9.442732,-1.4556746,-1.3255776,1.2165382,0.36835176,0,7,7,25,189,80,Male
3719673145000.0,4.405331,6.0142345,3.265691,-1.4340062,1.1392636,0.064751714,0,7,7,25,189,80,Male
3719684068000.0,3.7828386,5.5641246,2.3942018,-1.2318097,1.1120802,0.09407325,0,7,7,25,189,80,Male
3719693843000.0,3.3518825,5.650316,2.4133554,-0.98807454,0.99204516,0.06383542,0,7,7,25,189,80,Male
3719704200000.0,3.1124623,5.7748146,2.633622,-0.784351,0.77396625,0.05955936,0,7,7,25,189,80,Male
3719715176000.0,3.1028855,6.2249246,2.480393,-0.70402217,0.4202753,-0.006414085,0,7,7,25,189,80,Male
3719724438000.0,3.2465374,6.540959,2.3750482,-0.73884153,0.086437434,-0.08155051,0,7,7,25,189,80,Male
3719736397000.0,3.4284968,6.5026517,2.2888567,-0.8374963,-0.09590584,-0.18570304,0,7,7,25,189,80,Male
3719749004000.0,3.620033,6.2823853,2.5570073,-0.93126404,0.052534413,-0.25259277,0,7,7,25,189,80,Male
3719759651000.0,3.8019924,6.14831,3.667917,-1.0751228,0.33292156,-0.2947425,0,7,7,25,189,80,Male
3719769249000.0,3.821146,6.5696893,5.363012,-1.3011429,0.48197266,-0.29016098,0,7,7,25,189,80,Male
3719780517000.0,3.5529952,7.2592196,7.575254,-1.6832392,0.46120325,-0.18570304,0,7,7,25,189,80,Male
3719789883000.0,2.4133554,7.824251,9.241618,-1.9376645,0.73945236,-0.22999077,0,7,7,25,189,80,Male
