timestamp,x_acc,y_acc,z_acc,x_gyro,y_gyro,z_gyro,fall,activity,subject_id,age,height,weight,gender
1289261604000.0,6.2728086,-0.89064306,7.3071036,-1.1716396,0.743423,0.027488936,0,9,4,32,186,93,Male
1289465284000.0,6.3781533,-0.8714894,7.249643,0.018936822,-0.0067195175,0.017104227,0,9,4,32,186,93,Male
1289666552000.0,6.1866174,-0.90979666,7.297527,0.0067195175,-0.0061086523,0.013133603,0,9,4,32,186,93,Male
1289866049000.0,6.3206925,-0.80445176,7.1155677,0.008857546,-0.005497787,0.009468411,0,9,4,32,186,93,Male
1290065958000.0,6.253655,-0.8714894,7.1347213,0.0076358155,-0.008552114,0.010079277,0,9,4,32,186,93,Male
1290265961000.0,6.2632318,-0.90021986,7.2113357,0.0018325958,-0.004276057,0.014049901,0,9,4,32,186,93,Male
1290466285000.0,6.349423,-0.90021986,7.153875,0.0033597588,-0.0033597588,0.00580322,0,9,4,32,186,93,Male
1290666640000.0,7.038953,-0.37349546,7.249643,-0.036651913,-0.96486163,0.034208454,0,9,4,32,186,93,Male
1290679422000.0,7.345411,-0.38307226,6.5601125,0.014966198,-0.990518,0.06811147,0,9,4,32,186,93,Male
1290689430000.0,7.5848308,-0.31603462,5.8226986,-0.04153884,-0.82802784,0.07360926,0,9,4,32,186,93,Male
1290699438000.0,7.843405,-0.31603462,5.66947,-0.13408493,-0.6612616,0.06811147,0,9,4,32,186,93,Male
1290710900000.0,8.073248,-0.41180268,5.9759274,-0.19303341,-0.5546656,0.03756821,0,9,4,32,186,93,Male
1290722962000.0,7.824251,-0.24899697,6.5601125,-0.23548855,-0.34605515,0.006414085,0,9,4,32,186,93,Male
1290735274000.0,7.575254,-0.06703765,6.7708025,-0.3494149,0.004581489,-0.06078109,0,9,4,32,186,93,Male
1290744827000.0,7.383718,0.22026655,7.192182,-0.49602258,0.15790866,-0.08399397,0,9,4,32,186,93,Male
1290756716000.0,7.2304893,0.5554548,7.5561004,-0.6417139,0.19333886,-0.07819075,0,9,4,32,186,93,Male
1290766588000.0,7.019799,0.78529817,7.8050976,-0.74006325,0.13530666,-0.05100725,0,9,4,32,186,93,Male
1290780383000.0,6.7324953,0.842759,7.9870567,-0.895223,0.056505036,0.018936822,0,9,4,32,186,93,Male
1290793213000.0,5.899313,0.5267244,8.159439,-1.0528263,0.03481932,0.06078109,0,9,4,32,186,93,Male
1290805319000.0,5.707777,0.39264908,8.178593,-1.2904528,-0.0061086523,0.06811147,0,9,4,32,186,93,Male
